resp_id ,project_id,status_of_contact
VN01000000000092,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000093,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000094,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000095,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000096,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000097,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000098,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000100,PVN2020XXX_BEANBOX,OK
VN01000000000104,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000105,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000106,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000107,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000638,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000639,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000641,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000643,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000644,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000645,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000646,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000648,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000649,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000650,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000651,PVN2020XXX_BEANBOX,OK
VN01000000000657,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000658,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000660,PVN2020XXX_BEANBOX,máy bận
VN01000000000661,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000665,PVN2020XXX_BEANBOX,máy bận
VN01000000000666,PVN2020XXX_BEANBOX,máy bận
VN01000000000667,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000668,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000669,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000670,PVN2020XXX_BEANBOX,OK
VN01000000000675,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000676,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000677,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000678,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000679,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000680,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000681,PVN2020XXX_BEANBOX,máy bận
VN01000000000682,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000683,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000685,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000686,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000688,PVN2020XXX_BEANBOX,máy bận
VN01000000000689,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000692,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000693,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000695,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000698,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000699,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000701,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000702,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000703,PVN2020XXX_BEANBOX,máy bận
VN01000000000704,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000705,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000707,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000708,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000709,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000710,PVN2020XXX_BEANBOX,Hết quota
VN01000000000711,PVN2020XXX_BEANBOX,Hết quota
VN01000000000713,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000715,PVN2020XXX_BEANBOX,Hết quota
VN01000000000720,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000721,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000723,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000724,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000725,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000726,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000727,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000728,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000729,PVN2020XXX_BEANBOX,máy bận
VN01000000000730,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000731,PVN2020XXX_BEANBOX,Hết quota
VN01000000000732,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000733,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000734,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000737,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000738,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000740,PVN2020XXX_BEANBOX,OK
VN01000000000744,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000745,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000746,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000747,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000748,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000749,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001214,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001215,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001216,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001217,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001218,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001219,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001220,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001221,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001222,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001223,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001224,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001225,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001226,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001227,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001228,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001229,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001230,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001231,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001232,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000001233,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000001234,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001235,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001236,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001237,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001238,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001239,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001240,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000001241,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001242,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001243,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001244,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001245,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001246,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001247,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001248,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001249,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001250,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001251,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001252,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001253,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001254,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001255,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001256,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001257,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001258,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001259,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001260,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001261,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000001262,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001263,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001264,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001265,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001266,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001267,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001268,PVN2020XXX_BEANBOX,máy bận
VN01000000001269,PVN2020XXX_BEANBOX,OK
VN01000000001270,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001271,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001272,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001273,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001274,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001275,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001276,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001277,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001278,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001279,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001280,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001281,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001282,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001283,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001284,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001285,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001286,PVN2020XXX_BEANBOX,máy bận
VN01000000001287,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001288,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001289,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001290,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001291,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001292,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001293,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000001294,PVN2020XXX_BEANBOX,máy bận
VN01000000001295,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001296,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001297,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001298,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001299,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001300,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001301,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001302,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001303,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001304,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001305,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001306,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001307,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001308,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001309,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001310,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001311,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001312,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001313,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001314,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001315,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001316,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001317,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001318,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001319,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001320,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001321,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001322,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001323,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001324,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001325,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001326,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001327,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001328,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001329,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001330,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001332,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001333,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001334,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001335,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001336,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001337,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001338,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001339,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001340,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001341,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001342,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001343,PVN2020XXX_BEANBOX,máy bận
VN01000000001344,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001345,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001346,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001347,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001348,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001349,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001350,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001351,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001352,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001353,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001354,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001714,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000001715,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001716,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001717,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001718,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001719,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001720,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001721,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001722,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001723,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001724,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001725,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001726,PVN2020XXX_BEANBOX,máy bận
VN01000000001727,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001728,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001729,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001730,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001731,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000001732,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001733,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001734,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001735,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001736,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001737,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001738,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001739,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001740,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001741,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001742,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001743,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001744,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001745,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001746,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001747,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001748,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001749,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001750,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001751,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001752,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001753,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001754,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001755,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001756,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001757,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001758,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001759,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001760,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001761,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001762,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001763,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001764,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001765,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001766,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001767,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001769,PVN2020XXX_BEANBOX,OK
VN01000000001770,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001771,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001772,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001773,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001774,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000001775,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001776,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001777,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001778,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001779,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001780,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001781,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001782,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000001783,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001784,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001785,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001786,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001787,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001788,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000001789,PVN2020XXX_BEANBOX,OK
VN01000000001793,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000001794,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001795,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000001796,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000001797,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000001798,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002219,PVN2020XXX_BEANBOX,máy bận
VN01000000002220,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002221,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002222,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002223,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002224,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002225,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002226,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002227,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002229,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002230,PVN2020XXX_BEANBOX,OK
VN01000000002234,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002235,PVN2020XXX_BEANBOX,OK
VN01000000002239,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002240,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002241,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002242,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002243,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002244,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002245,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002246,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002247,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002248,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002249,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002251,PVN2020XXX_BEANBOX,OK
VN01000000002255,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002256,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002257,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002258,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002259,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002260,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002261,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002262,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002263,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000002264,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002266,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002267,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002268,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002269,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002270,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002271,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002272,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002273,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002274,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
